;RestaurantName;AverageCostForTwo;AggregateRating;RatingText;Votes;Date;Coordinates;City/Country/Continent
4779;Sugandh Corner;250;0.0;Not rated;3.0;2016-01-18T16:35:31Z;[28.65814167, 77.28492778];New Delhi/India/Asia
4780;The Friends Cafe;300;0.0;Not rated;0.0;2018-08-09T10:13:02Z;[28.6138954, 77.2090057];New Delhi/India/Asia
4781;The Muffin Girl;400;0.0;Not rated;3.0;2016-01-15T10:10:44Z;[28.6578175, 77.28106979];New Delhi/India/Asia
4782;Rainbows;400;3.1;Average;10.0;2018-11-25T06:17:59Z;[28.523803000000004, 77.19549599999999];New Delhi/India/Asia
4783;The Nest;2200;3.5;Good;218.0;2018-11-10T14:38:25Z;[28.529175800000004, 77.19395970000001];New Delhi/India/Asia
4784;Burger Head Quarter BHQ;300;0.0;Not rated;1.0;2016-08-31T00:55:48Z;[28.5278024, 77.1922337];New Delhi/India/Asia
4785;Chez Jerome - Q Cafe;1500;0.0;Not rated;1.0;2016-02-11T22:12:06Z;[28.6138954, 77.2090057];New Delhi/India/Asia
4786;Mr. Billiken;600;0.0;Not rated;0.0;2017-08-28T05:21:01Z;[28.527892699999995, 77.1941204];New Delhi/India/Asia
4787;Mulligan Cafe;300;0.0;Not rated;1.0;2016-10-30T06:14:40Z;[28.6138954, 77.2090057];New Delhi/India/Asia
4788;Naya Adda;200;0.0;Not rated;0.0;2016-06-03T18:03:33Z;[28.5280987, 77.1918882];New Delhi/India/Asia
4789;OCD - Online Cake Delivery;200;0.0;Not rated;1.0;2017-05-10T22:30:04Z;[28.5231188, 77.1954089];New Delhi/India/Asia
4790;Puja Sandwich House;300;0.0;Not rated;1.0;2018-05-06T14:38:49Z;[28.523180199999995, 77.1954681];New Delhi/India/Asia
4791;Ambersari Dhaba;250;3.4;Average;44.0;2016-02-29T05:00:05Z;[28.57857977, 77.23905969];New Delhi/India/Asia
4792;Arabian Knites;500;3.0;Average;7.0;2018-01-25T03:17:04Z;[28.57548265, 77.24256869];New Delhi/India/Asia
4793;Aryan's Rajasthani Pyaz Ki Kachori;100;3.1;Average;4.0;2018-05-17T02:05:32Z;[28.58, 77.24];New Delhi/India/Asia
4794;Aviram's Chinese Kitchen;250;2.7;Average;4.0;2018-09-27T07:38:41Z;[28.57509517, 77.2428349];New Delhi/India/Asia
4795;Bhagwan Sweets;250;2.8;Average;8.0;2017-10-26T23:34:58Z;[28.57557569, 77.24261798];New Delhi/India/Asia
4796;Chawla;400;2.7;Average;7.0;2017-08-18T09:36:39Z;[28.57518762, 77.24215731];New Delhi/India/Asia
4797;Chinese Hut;450;3.2;Average;56.0;2016-03-30T13:21:02Z;[28.57850528, 77.24129397];New Delhi/India/Asia
4798;Flavourz;150;3.3;Average;6.0;2018-04-10T09:49:15Z;[28.578557, 77.242238];New Delhi/India/Asia
4799;Lets Bake Love;600;3.0;Average;4.0;2016-03-04T09:25:20Z;[28.573524, 77.24030400000001];New Delhi/India/Asia
4800;Mahadev Dhaba;100;2.6;Average;10.0;2018-07-22T19:00:23Z;[28.57534897, 77.24246509];New Delhi/India/Asia
4801;Sethi's Food Corner;550;3.3;Average;40.0;2017-02-27T17:23:18Z;[28.57523591, 77.24189311];New Delhi/India/Asia
4802;Sethi's Restaurant;700;3.4;Average;49.0;2017-07-22T11:07:03Z;[28.57749657, 77.24015605];New Delhi/India/Asia
4803;Sindhi Kulfi;100;3.0;Average;4.0;2016-05-05T10:31:37Z;[28.56557384, 77.24651657];New Delhi/India/Asia
4804;Sri Kamakshi Vilas;400;2.7;Average;9.0;2016-03-27T15:21:15Z;[28.57573998, 77.24151291];New Delhi/India/Asia
4805;The Midnight Hub - C;450;2.6;Average;102.0;2018-10-16T18:00:54Z;[28.57453, 77.245041];New Delhi/India/Asia
4806;Anand Ji;200;3.8;Good;183.0;2017-12-21T22:02:45Z;[28.57535368, 77.24148139];New Delhi/India/Asia
4807;Happy Hakka;650;3.7;Good;270.0;2018-11-04T22:12:52Z;[28.57443534, 77.23999545];New Delhi/India/Asia
4808;Oberoi's;600;3.6;Good;75.0;2018-05-15T10:52:18Z;[28.57748273, 77.23870397];New Delhi/India/Asia
4809;Relax Restaurant;800;3.5;Good;116.0;2017-05-10T16:16:41Z;[28.57326317, 77.24144083];New Delhi/India/Asia
4810;Al-Rihan;250;0.0;Not rated;0.0;2017-02-03T21:24:05Z;[28.57591488, 77.24159539];New Delhi/India/Asia
4811;All Day 99;250;0.0;Not rated;3.0;2016-10-13T17:06:25Z;[28.575746, 77.2377796];New Delhi/India/Asia
4812;Anna Dosa;300;0.0;Not rated;3.0;2017-11-20T18:20:26Z;[28.5752885, 77.2415063];New Delhi/India/Asia
4813;Chick Chicken House;250;0.0;Not rated;2.0;2017-12-18T08:21:36Z;[28.57287833, 77.23935641];New Delhi/India/Asia
4814;Chicken King;300;0.0;Not rated;1.0;2017-09-06T00:28:57Z;[28.5786022, 77.2410469];New Delhi/India/Asia
4815;Choco Kraft;300;0.0;Not rated;2.0;2017-09-26T08:14:18Z;[28.57783516, 77.23900907];New Delhi/India/Asia
4816;Cocoalicious Delights;300;0.0;Not rated;0.0;2017-05-12T08:58:23Z;[28.6138954, 77.2090057];New Delhi/India/Asia
4817;FNV;600;0.0;Not rated;2.0;2018-10-22T11:23:45Z;[28.57852765, 77.23922364];New Delhi/India/Asia
4818;Food En Vouge;400;0.0;Not rated;0.0;2017-03-27T08:52:54Z;[28.5786572, 77.23921526];New Delhi/India/Asia
4819;Food Junction;300;0.0;Not rated;0.0;2018-10-18T13:25:47Z;[28.5690147, 77.2533595];New Delhi/India/Asia
4820;Gian Ji Punjabi Dhaba;150;0.0;Not rated;0.0;2018-06-26T18:02:14Z;[28.569441, 77.2529469];New Delhi/India/Asia
4821;Govinda;100;0.0;Not rated;1.0;2016-12-27T08:15:34Z;[28.5751889, 77.2430561];New Delhi/India/Asia
4822;Intermission;200;0.0;Not rated;3.0;2017-05-07T03:12:44Z;[28.57748273, 77.23870397];New Delhi/India/Asia
4823;Karma Cafe & Lounge;350;0.0;Not rated;1.0;2018-08-02T10:44:54Z;[28.5753454, 77.23939179999999];New Delhi/India/Asia
4824;Lotes Bakes;300;0.0;Not rated;0.0;2017-12-17T15:23:37Z;[28.5753441, 77.2427407];New Delhi/India/Asia
4825;New Anna Ka Dosa;250;0.0;Not rated;1.0;2018-11-10T07:54:07Z;[28.5694893, 77.25299790000001];New Delhi/India/Asia
4826;New Sethi's;500;0.0;Not rated;0.0;2017-12-23T07:05:21Z;[28.57387443, 77.24355239];New Delhi/India/Asia
4827;Punjab Sweets;150;0.0;Not rated;2.0;2018-04-19T08:47:25Z;[28.57857859, 77.24115785];New Delhi/India/Asia
4828;Shri Ram Dhaba;200;0.0;Not rated;0.0;2016-05-18T02:23:05Z;[28.5755255, 77.2423223];New Delhi/India/Asia
4829;Standard Punjabi Food;200;0.0;Not rated;3.0;2017-08-13T06:52:54Z;[28.57324197, 77.24150252];New Delhi/India/Asia
4830;Sunrise Bakery;400;0.0;Not rated;0.0;2016-10-26T02:39:42Z;[28.6138954, 77.2090057];New Delhi/India/Asia
4831;Taste of Spice;400;0.0;Not rated;0.0;2017-10-22T21:28:24Z;[28.578310700000003, 77.2413122];New Delhi/India/Asia
4832;The Celiac Kitchen;500;0.0;Not rated;0.0;2017-05-07T09:49:30Z;[28.6138954, 77.2090057];New Delhi/India/Asia
4833;Aggarwal Sweet Corner;300;3.4;Average;22.0;2018-07-18T03:48:27Z;[28.5690093, 77.24370340000002];New Delhi/India/Asia
4834;Behrouz Biryani;600;3.0;Average;32.0;2016-04-28T03:57:10Z;[28.569244, 77.24334420000001];New Delhi/India/Asia
4835;Biryani Blues;1000;3.1;Average;8.0;2016-02-26T05:59:28Z;[28.5668537, 77.2464874];New Delhi/India/Asia
4836;Burger King;500;3.4;Average;45.0;2018-09-01T11:50:34Z;[28.5693419, 77.2430012];New Delhi/India/Asia
4837;Domino's Pizza;700;2.5;Average;47.0;2018-04-14T08:36:55Z;[28.5701061, 77.241099];New Delhi/India/Asia
4838;Gopal (Sindhi) Restaurant;650;3.4;Average;59.0;2018-04-01T10:34:32Z;[28.5659744, 77.246667];New Delhi/India/Asia
4839;Kabul Delhi;550;2.9;Average;39.0;2017-07-12T23:50:42Z;[28.5702514, 77.2445117];New Delhi/India/Asia
4840;Khan Chacha;650;2.9;Average;31.0;2017-05-11T10:17:20Z;[28.5701061, 77.241099];New Delhi/India/Asia
4841;Pizza Hut Delivery;800;2.8;Average;54.0;2018-05-06T16:54:01Z;[28.5674166, 77.24669859999999];New Delhi/India/Asia
4842;Punjabi Jaika;250;3.3;Average;40.0;2018-01-17T14:18:42Z;[28.571635600000004, 77.23807579999999];New Delhi/India/Asia
4843;Rozy Restaurant;500;2.6;Average;50.0;2016-09-05T18:12:30Z;[28.5694702, 77.2428952];New Delhi/India/Asia
4844;Taj Cafe;600;3.1;Average;18.0;2018-10-02T21:06:40Z;[28.5693849, 77.243883];New Delhi/India/Asia
4845;Tewari Sweets;500;3.1;Average;33.0;2018-12-10T05:08:39Z;[28.566648800000003, 77.2462179];New Delhi/India/Asia
4846;The Burger Hut & Cake Shop;300;3.0;Average;41.0;2017-10-02T16:38:50Z;[28.571408, 77.24065];New Delhi/India/Asia
4847;Angel's Basket;200;3.5;Good;70.0;2016-09-12T07:09:16Z;[28.5714391, 77.2403585];New Delhi/India/Asia
4848;Bikanervala;550;3.7;Good;269.0;2017-03-22T20:16:05Z;[28.571074900000003, 77.2390334];New Delhi/India/Asia
4849;Haldiram's;600;3.8;Good;472.0;2018-03-17T16:14:37Z;[28.565099100000005, 77.2384048];New Delhi/India/Asia
4850;Moon of Taj;500;3.8;Good;21.0;2018-09-19T17:32:20Z;[28.570231300000003, 77.2430159];New Delhi/India/Asia
4851;Tongue Thai'd;1000;3.7;Good;57.0;2016-10-13T04:54:57Z;[28.5710548, 77.2393235];New Delhi/India/Asia
4852;Udupi Sai Sarover;550;3.8;Good;63.0;2017-10-25T15:47:07Z;[28.5703451, 77.2398417];New Delhi/India/Asia
4853;Wagh Bakri Tea Lounge;550;3.5;Good;54.0;2018-02-06T03:37:31Z;[28.5711817, 77.2392131];New Delhi/India/Asia
4854;K2 Multi Cuisine Restaurant;1000;0.0;Not rated;2.0;2017-03-24T14:32:06Z;[28.5717193, 77.2373271];New Delhi/India/Asia
4855;Tibet Kitchen;500;3.5;Good;515.0;2016-10-04T01:13:27Z;[28.5638657, 77.2452301];New Delhi/India/Asia
4856;Baba Nagpal Corner;150;4.1;Very Good;577.0;2016-12-04T18:14:15Z;[28.563788800000005, 77.24065];New Delhi/India/Asia
4857;Burger Street;300;3.4;Average;32.0;2016-06-17T22:40:20Z;[28.692034600000003, 77.158043];New Delhi/India/Asia
4858;Dilli Zaika;300;3.2;Average;23.0;2018-10-04T09:29:23Z;[28.6897195, 77.1598506];New Delhi/India/Asia
4859;Mughal Chic Inn;600;3.3;Average;23.0;2016-03-30T16:43:30Z;[28.6862629, 77.15808790000001];New Delhi/India/Asia
4860;Nutrition Theka;500;3.3;Average;12.0;2016-08-14T02:36:32Z;[28.6889256, 77.1597056];New Delhi/India/Asia
4861;Punjabi Chaap Corner;550;3.1;Average;20.0;2017-04-25T15:13:10Z;[28.689127000000003, 77.1613602];New Delhi/India/Asia
4862;Samosa Street;200;3.3;Average;7.0;2016-02-01T05:40:14Z;[28.6916824, 77.1576386];New Delhi/India/Asia
4863;Shanu's Chicken Planet;450;3.2;Average;11.0;2016-03-24T05:18:11Z;[28.69054589, 77.16032244];New Delhi/India/Asia
4864;Shanu's Food Shop;450;2.8;Average;13.0;2018-12-31T16:10:42Z;[28.690639500000003, 77.1602156];New Delhi/India/Asia
4865;Bigbee;100;0.0;Not rated;0.0;2018-10-31T04:04:58Z;[28.691676399999995, 77.158043];New Delhi/India/Asia
4866;Delhi 6 Cafe;300;0.0;Not rated;0.0;2018-02-18T14:05:03Z;[28.690152, 77.15777990000001];New Delhi/India/Asia
4867;Lala Ji Sweets;300;0.0;Not rated;0.0;2018-06-09T21:45:16Z;[28.6138954, 77.2090057];New Delhi/India/Asia
4868;MK's Chinese Food;250;0.0;Not rated;0.0;2018-05-31T14:42:00Z;[28.6834348, 77.1555845];New Delhi/India/Asia
4869;Nirvana The Divine Kitchen;700;0.0;Not rated;0.0;2017-03-04T21:46:41Z;[28.6889287, 77.15952659999999];New Delhi/India/Asia
4870;Preechen;400;0.0;Not rated;0.0;2018-08-20T22:16:08Z;[28.6918615, 77.1576386];New Delhi/India/Asia
4871;Rahul Eggs;400;4.2;Very Good;762.0;2016-12-26T03:50:47Z;[28.68711, 77.1627161];New Delhi/India/Asia
4872;7 Stick;250;2.8;Average;8.0;2016-08-03T21:22:36Z;[28.631572, 77.27912629999999];New Delhi/India/Asia
4873;Aashirwad Restaurant;400;2.6;Average;5.0;2016-08-25T13:29:10Z;[28.6367385, 77.28464220000001];New Delhi/India/Asia
4874;Amar Bakery;250;3.3;Average;13.0;2016-10-08T22:10:38Z;[28.6340688, 77.2828507];New Delhi/India/Asia
4875;Apni Rasoi;400;3.1;Average;24.0;2016-08-18T13:42:58Z;[28.6307187, 77.27768979999999];New Delhi/India/Asia
4876;Baked Buns;500;3.1;Average;18.0;2016-08-09T06:54:28Z;[28.630173600000003, 77.2731602];New Delhi/India/Asia
4877;Banspi;350;2.9;Average;13.0;2016-04-28T06:42:51Z;[28.634047, 77.2787671];New Delhi/India/Asia
4878;Benchmark;500;2.8;Average;14.0;2018-09-09T20:03:24Z;[28.6305918, 77.27615949999999];New Delhi/India/Asia
4879;Bobby Tikki Wala;250;3.0;Average;74.0;2017-07-25T04:27:31Z;[28.631536, 77.2784272];New Delhi/India/Asia
4880;Cafe Coffee Day;450;2.7;Average;18.0;2018-06-17T07:36:30Z;[28.6363729, 77.2855554];New Delhi/India/Asia
4881;Cafe Coffee Day;450;2.8;Average;14.0;2017-10-09T07:04:52Z;[28.636621500000004, 77.2866228];New Delhi/India/Asia
4882;Canteeno;200;3.0;Average;7.0;2018-01-08T15:56:39Z;[28.6315528, 77.278285];New Delhi/India/Asia
4883;Chai Mantra;200;3.2;Average;15.0;2018-07-27T14:46:29Z;[28.6342002, 77.2813009];New Delhi/India/Asia
4884;Chandni Chowk ke Mashhoor Makkhan Wale Paranthe;200;2.8;Average;9.0;2017-02-02T14:54:10Z;[28.6333642, 77.27912629999999];New Delhi/India/Asia
4885;Chandni Chowk Parantha Corner;100;3.1;Average;8.0;2018-06-25T03:47:30Z;[28.6312335, 77.2773248];New Delhi/India/Asia
4886;Chauhan Laxmi Sweets;150;3.0;Average;11.0;2016-01-10T21:32:26Z;[28.6306728, 77.2754966];New Delhi/India/Asia
4887;Chawla's The Cake Room;250;3.4;Average;17.0;2018-06-06T06:37:48Z;[28.6398502, 77.2794854];New Delhi/India/Asia
4888;China Town;250;2.9;Average;11.0;2018-06-14T21:40:57Z;[28.6376483, 77.2791124];New Delhi/India/Asia
4889;Domino's Pizza;700;2.6;Average;46.0;2018-11-23T11:55:16Z;[28.6318963, 77.2787671];New Delhi/India/Asia
4890;Faasos;600;2.6;Average;10.0;2016-04-14T23:57:09Z;[28.6341612, 77.2817105];New Delhi/India/Asia
4891;Fast Trax;250;3.2;Average;4.0;2016-03-08T23:34:10Z;[28.6386148, 77.28422509999999];New Delhi/India/Asia
4892;Finger Licious;200;3.4;Average;188.0;2018-05-18T12:25:40Z;[28.6356053, 77.28506490000001];New Delhi/India/Asia
4893;Gulshan Pastry Shop;200;3.0;Average;9.0;2018-01-02T22:29:53Z;[28.6358385, 77.28535550000001];New Delhi/India/Asia
4894;Handa's;500;2.6;Average;8.0;2017-12-31T22:16:34Z;[28.6405769, 77.2830396];New Delhi/India/Asia
4895;Homely Delight;400;3.1;Average;7.0;2018-05-10T03:20:22Z;[28.6391685, 77.2827592];New Delhi/India/Asia
4896;Jahangeer Foods;500;2.7;Average;64.0;2017-02-13T10:50:07Z;[28.637565, 77.2846595];New Delhi/India/Asia
4897;Kaleva;400;3.3;Average;61.0;2017-02-12T07:37:51Z;[28.6378972, 77.2889229];New Delhi/India/Asia
4898;Laxmi Vaishno Dhaba;300;3.0;Average;13.0;2017-06-04T15:30:03Z;[28.6346399, 77.28325490000002];New Delhi/India/Asia
4899;Little Pleasure Restaurant & Cafe;600;2.9;Average;7.0;2016-05-24T07:25:18Z;[28.6307187, 77.27768979999999];New Delhi/India/Asia
4900;Mauryan Multi Cuisine Restaurant;900;3.4;Average;31.0;2018-07-30T18:40:34Z;[28.6413024, 77.28255340000001];New Delhi/India/Asia
4901;Mehta Food Junction;300;3.0;Average;8.0;2016-09-22T00:34:24Z;[28.635231, 77.28461479999999];New Delhi/India/Asia
4902;Om Bikaner Wale;200;2.8;Average;8.0;2018-01-28T08:03:59Z;[28.635299100000005, 77.2841775];New Delhi/India/Asia
4903;Ovenstory Pizza;500;2.9;Average;17.0;2016-05-20T16:03:44Z;[28.632793, 77.281315];New Delhi/India/Asia
4904;Prasadam;400;2.8;Average;34.0;2018-05-10T16:41:51Z;[28.6328809, 77.2807048];New Delhi/India/Asia
4905;Priyanshi Fast Food;300;3.3;Average;29.0;2016-09-20T19:00:53Z;[28.632121100000003, 77.2798618];New Delhi/India/Asia
4906;Punjabi Tadka;350;3.1;Average;21.0;2018-07-14T13:02:52Z;[28.639466, 77.2791913];New Delhi/India/Asia
4907;Pyaali;200;2.8;Average;7.0;2016-09-09T22:24:26Z;[28.63415519, 77.28276461];New Delhi/India/Asia
4908;Ruby Dhaba;500;2.7;Average;25.0;2018-12-08T18:04:34Z;[28.645585, 77.2794854];New Delhi/India/Asia
4909;Shree Manakamna Fast Food;300;3.4;Average;31.0;2016-04-02T11:52:37Z;[28.6300597, 77.27325520000001];New Delhi/India/Asia
4910;The Chinese Hut;350;3.0;Average;10.0;2018-06-03T18:06:56Z;[28.6351409, 77.2759194];New Delhi/India/Asia
4911;The Chinese Hut;300;3.2;Average;23.0;2018-11-10T13:02:31Z;[28.6393449, 77.27913709999999];New Delhi/India/Asia
4912;The Chinese Kitchen;350;3.1;Average;7.0;2018-05-23T06:00:20Z;[28.6138954, 77.2090057];New Delhi/India/Asia
4913;Twenty Four Seven;250;3.1;Average;13.0;2018-09-14T07:23:31Z;[28.6370646, 77.28826640000001];New Delhi/India/Asia
4914;Vegie Kitchen;250;3.1;Average;10.0;2018-03-20T20:13:47Z;[28.6391674, 77.2798445];New Delhi/India/Asia
4915;Behrouz Biryani;600;3.5;Good;22.0;2017-06-24T05:40:51Z;[28.6342182, 77.2813556];New Delhi/India/Asia
4916;Burger King;500;3.5;Good;66.0;2017-11-18T00:17:53Z;[28.634669, 77.2838434];New Delhi/India/Asia
4917;Mohit di Hatti;200;3.8;Good;70.0;2017-03-25T23:43:36Z;[28.6390651, 77.2787671];New Delhi/India/Asia
4918;Play Pizza;600;3.8;Good;270.0;2016-03-06T23:35:33Z;[28.636818100000003, 77.2859338];New Delhi/India/Asia
4919;Sushiya Express;800;3.7;Good;40.0;2017-02-17T07:39:31Z;[28.6355744, 77.285893];New Delhi/India/Asia
4920;Tantrum Coffee Bar;500;3.5;Good;54.0;2016-02-29T07:35:03Z;[28.6378437, 77.28681340000001];New Delhi/India/Asia
4921;Chawla's Tandoori Junction;500;0.0;Not rated;3.0;2016-06-07T20:43:52Z;[28.6398892, 77.2836758];New Delhi/India/Asia
4922;Chennai Express Greens;250;0.0;Not rated;0.0;2018-01-16T08:52:21Z;[28.6306676, 77.2773871];New Delhi/India/Asia
4923;Omi Pizza;350;0.0;Not rated;0.0;2016-02-24T18:46:21Z;[28.6302238, 77.2762533];New Delhi/India/Asia
4924;South Indian & Chinese Fast Food;350;0.0;Not rated;0.0;2016-04-19T14:02:00Z;[28.6302006, 77.2777733];New Delhi/India/Asia
4925;The Khoj Cafe Restaurent;300;0.0;Not rated;0.0;2018-01-26T06:33:59Z;[28.6302238, 77.2762533];New Delhi/India/Asia
4926;Bharat Chicken Inn;800;2.4;Poor;41.0;2016-01-07T05:55:38Z;[28.6368165, 77.2863012];New Delhi/India/Asia
4927;Nathu's Sweets;400;2.1;Poor;121.0;2017-08-05T18:13:41Z;[28.634547, 77.2835016];New Delhi/India/Asia
4928;Wah Ji Wah;500;2.2;Poor;120.0;2018-08-19T00:24:27Z;[28.6371081, 77.28502979999999];New Delhi/India/Asia
4929;QD's Restaurant;800;4.1;Very Good;675.0;2016-07-14T01:50:55Z;[28.6363985, 77.2856137];New Delhi/India/Asia
4930;Henri's Bar - Le Meridien;2000;3.3;Average;20.0;2018-11-24T05:10:04Z;[28.618773600000004, 77.2185552];New Delhi/India/Asia
4931;Le Belvedere - Le Meridien;5000;3.5;Good;114.0;2016-05-12T08:57:09Z;[28.6188632, 77.2185552];New Delhi/India/Asia
4932;Longitude - Le Meridien;2000;3.9;Good;90.0;2016-07-10T06:54:16Z;[28.6185594, 77.21851140000001];New Delhi/India/Asia
4933;Nero - Le Meridien;3000;3.5;Good;39.0;2018-07-18T08:51:03Z;[28.618854700000004, 77.21846540000001];New Delhi/India/Asia
4934;The One - Le Meridien;4500;3.8;Good;273.0;2016-10-14T00:25:51Z;[28.6188632, 77.2185552];New Delhi/India/Asia
4935;Eau De Monsoon - Le Meridien;4500;4.0;Very Good;189.0;2016-04-24T15:09:10Z;[28.6187207, 77.2185653];New Delhi/India/Asia
4936;Slounge - Lemon Tree Premier;1000;3.5;Good;26.0;2017-12-01T22:57:58Z;[28.552036, 77.12091099999999];New Delhi/India/Asia
4937;Al Bake;600;2.5;Average;66.0;2017-04-17T06:19:57Z;[28.5411661, 77.29697790000002];New Delhi/India/Asia
4938;Al-Bawarchi;650;3.1;Average;15.0;2018-05-05T04:52:05Z;[28.5413659, 77.2970442];New Delhi/India/Asia
4939;Big Dragon;650;3.1;Average;81.0;2018-04-29T06:42:11Z;[28.5411385, 77.296874];New Delhi/India/Asia
4940;BTW;400;3.3;Average;205.0;2018-11-27T05:36:37Z;[28.541125399999995, 77.29677020000001];New Delhi/India/Asia
4941;Capital Curry;1000;3.1;Average;54.0;2018-01-27T10:16:17Z;[28.54114, 77.29680440000001];New Delhi/India/Asia
4942;Domino's Pizza;700;2.5;Average;81.0;2016-02-09T18:52:02Z;[28.541291, 77.2968703];New Delhi/India/Asia
4943;Ekta's Kitchen;650;3.2;Average;67.0;2018-05-18T22:42:19Z;[28.5413197, 77.2972363];New Delhi/India/Asia
4944;Gopal's;150;2.9;Average;8.0;2017-04-13T09:29:04Z;[28.5412029, 77.2967478];New Delhi/India/Asia
4945;Moti Mahal Delux;1000;2.6;Average;72.0;2017-10-04T03:02:20Z;[28.5413284, 77.2971584];New Delhi/India/Asia
4946;Open Oven;250;3.4;Average;51.0;2018-05-09T21:51:26Z;[28.5413124, 77.2968302];New Delhi/India/Asia
4947;Relax Xpress;700;3.2;Average;75.0;2017-01-16T13:09:38Z;[28.541297, 77.2972593];New Delhi/India/Asia
4948;Roll Club;250;2.7;Average;27.0;2016-06-16T14:38:56Z;[28.541186, 77.2969868];New Delhi/India/Asia
4949;SM Gopal Ice Cream & Cakes;200;3.2;Average;15.0;2016-07-24T01:05:14Z;[28.5412728, 77.29685];New Delhi/India/Asia
4950;Bangla Sweet Corner;400;2.6;Average;32.0;2016-04-06T07:53:13Z;[28.582058, 77.220711];New Delhi/India/Asia
4951;Chinois;1500;3.0;Average;7.0;2016-08-31T22:04:44Z;[28.58455646, 77.22361319];New Delhi/India/Asia
4952;Dawat;450;2.9;Average;49.0;2016-12-02T17:07:27Z;[28.5838333, 77.2205314];New Delhi/India/Asia
4953;Establishment Ristorante;400;3.1;Average;12.0;2016-08-30T20:55:53Z;[28.6138954, 77.2090057];New Delhi/India/Asia
4954;Ganesha Sweets & Restaurant;500;2.6;Average;26.0;2017-08-21T20:38:14Z;[28.5863699, 77.2264595];New Delhi/India/Asia
4955;Gopala;250;3.3;Average;25.0;2018-02-22T18:06:07Z;[28.586719800000004, 77.2263697];New Delhi/India/Asia
4956;Green Chick Chop;350;2.9;Average;12.0;2016-12-28T14:59:25Z;[28.5829457, 77.22062120000001];New Delhi/India/Asia
4957;Hot Chimney;850;2.5;Average;55.0;2018-04-12T06:19:00Z;[28.5837437, 77.2205314];New Delhi/India/Asia
4958;Icon;1000;3.2;Average;18.0;2017-02-18T22:30:12Z;[28.5845896, 77.2237649];New Delhi/India/Asia
4959;Juneja's Eating Plaza;700;3.4;Average;98.0;2018-06-23T02:49:16Z;[28.584513399999995, 77.226729];New Delhi/India/Asia
4960;Lodhi Knights;200;3.1;Average;8.0;2016-04-05T13:43:04Z;[28.5853283, 77.2202427];New Delhi/India/Asia
4961;Ram Singh's Bhoj;350;2.9;Average;6.0;2017-10-13T06:39:17Z;[28.5834749, 77.2205314];New Delhi/India/Asia
4962;Republic of Chicken;400;2.7;Average;10.0;2018-01-06T17:21:08Z;[28.5836257, 77.22681879999999];New Delhi/India/Asia
4963;Slice of Italy;700;3.3;Average;171.0;2017-09-30T20:57:38Z;[28.582370500000003, 77.2269022];New Delhi/India/Asia
4964;Subway;500;3.2;Average;66.0;2017-01-01T16:32:51Z;[28.583169, 77.226729];New Delhi/India/Asia
4965;The Altitude Cafe and Deli;600;3.1;Average;11.0;2017-05-31T18:38:52Z;[28.5953744, 77.16838359999998];New Delhi/India/Asia
4966;Tokyo Mon Amour;2200;3.1;Average;10.0;2017-11-11T05:16:26Z;[28.6138954, 77.2090057];New Delhi/India/Asia
4967;Bhane;300;3.6;Good;26.0;2018-11-02T12:15:44Z;[28.58222618, 77.22693745];New Delhi/India/Asia
4968;Celeste;500;3.5;Good;14.0;2016-03-24T02:50:05Z;[28.585294399999995, 77.2264595];New Delhi/India/Asia
4969;Chidambaram's New Madras Hotel;400;3.8;Good;330.0;2017-11-27T04:20:21Z;[28.5807713, 77.22084570000001];New Delhi/India/Asia
4970;CJ's Fresh;1000;3.8;Good;25.0;2018-04-21T02:41:14Z;[28.5857905, 77.2265194];New Delhi/India/Asia
4971;Elma's Brasserie;2000;3.7;Good;393.0;2017-04-20T07:54:58Z;[28.5844597, 77.226711];New Delhi/India/Asia
4972;Kunafa;300;3.9;Good;200.0;2017-03-20T01:12:03Z;[28.58456559, 77.22656094];New Delhi/India/Asia
4973;Lahori Gate;1800;3.5;Good;148.0;2018-11-25T08:34:33Z;[28.5836343, 77.22690859999999];New Delhi/India/Asia
4974;M I Food Center;600;3.8;Good;202.0;2018-03-07T13:34:00Z;[28.5855632, 77.2264595];New Delhi/India/Asia
4975;Sugar Blossoms;300;3.6;Good;58.0;2016-04-27T16:40:22Z;[28.5821, 77.226937];New Delhi/India/Asia
4976;Eywa by Saby @ Celeste;1000;0.0;Not rated;2.0;2016-10-03T15:18:27Z;[28.6138954, 77.2090057];New Delhi/India/Asia
4977;Cafe Coffee Day;450;2.3;Poor;52.0;2018-06-22T16:41:05Z;[28.5849428, 77.22653670000001];New Delhi/India/Asia
4978;Guppy;2900;4.1;Very Good;665.0;2018-01-04T03:02:50Z;[28.584686, 77.2239062];New Delhi/India/Asia
